year,st,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
2004,35,32264,39725,582433,576869,4427,11.230,3816,9.680,92535,32074,60461,5.560,16.041,81333,29665,51668,5.142,14.099,11202,1.942,28.198,2430,2461,12774
2004,36,377046,446172,7357609,7328004,51882,11.703,46158,10.412,1066424,353266,713158,4.821,14.553,1007683,333706,673977,4.554,13.751,58741,0.802,27.502,31177,31617,174918
2004,37,150189,192477,3369619,3355468,21506,11.279,17885,9.380,494898,166096,328802,4.950,14.749,469702,156987,312715,4.679,13.998,25196,0.751,27.996,11380,11631,73252
2004,38,15370,18569,266578,263444,1645,8.931,1347,7.313,33375,10418,22957,3.955,12.669,27110,10199,16911,3.871,10.291,6265,2.378,20.581,884,890,4714
2004,39,187034,246380,4727436,4735918,22742,9.252,21594,8.785,614658,202260,412398,4.271,12.979,631860,223992,407868,4.730,13.342,-17202,-0.363,25.957,13454,13941,101492
2004,40,63591,79188,1187202,1180573,8388,10.670,7234,9.202,177956,59452,118504,5.036,15.074,164883,54548,110335,4.620,13.966,13073,1.107,27.933,4771,4883,28127
2004,41,76341,93071,1348785,1340291,10816,11.732,9060,9.827,191546,68177,123369,5.087,14.291,174645,65104,109541,4.857,13.030,16901,1.261,26.061,5878,5978,31866
2004,42,215154,274326,5049211,5019342,25432,9.315,22840,8.365,673113,207523,465590,4.134,13.410,615228,212411,402817,4.232,12.257,57885,1.153,24.514,14353,14655,91804
2004,44,23092,26519,436046,429917,2928,11.195,2200,8.411,62326,19384,42942,4.509,14.497,50322,16281,34041,3.787,11.705,12004,2.792,23.410,1502,1509,8294
2004,45,72456,92228,1571520,1563961,10250,11.222,8478,9.282,224819,79055,145764,5.055,14.375,210789,70594,140195,4.514,13.478,14030,0.897,26.956,5577,5680,35914
2004,46,18806,22265,312194,307472,2229,10.103,1825,8.272,45177,13824,31353,4.496,14.693,35573,12565,23008,4.087,11.570,9604,3.124,23.139,1188,1195,5185
2004,47,92164,121544,2338915,2317261,12930,10.723,11012,9.132,344388,115919,228469,5.002,14.862,301308,100447,200861,4.335,13.003,43080,1.859,26.006,7069,7272,45852
2004,48,337218,445131,8091970,8042167,53168,12.037,46298,10.482,1351666,507025,844641,6.305,16.807,1258810,455743,803067,5.667,15.653,92856,1.155,31.305,29793,30604,206401
2004,49,44032,53473,913101,905929,7946,15.135,6002,11.432,164921,64253,100668,7.092,18.205,149508,65094,84414,7.185,16.503,15413,1.701,33.007,3835,3880,23617
2004,50,16911,19560,253061,252938,1853,9.539,1584,8.154,28316,10191,18125,4.029,11.195,28136,8165,19971,3.228,11.124,180,0.071,22.247,1033,1046,4617
2004,51,131598,169659,3043725,2990415,19683,11.773,14727,8.809,481832,158956,322876,5.316,16.113,373876,120736,253140,4.037,12.502,107956,3.610,25.005,9133,9300,54985
2004,53,122818,150276,2256149,2230637,18347,12.343,15085,10.148,334852,109034,225818,4.888,15.011,284853,90715,194138,4.067,12.770,49999,2.241,25.540,9763,9946,49759
2004,54,29555,37389,568781,566032,3545,9.534,3129,8.416,74326,22759,51567,4.021,13.131,69568,23823,45745,4.209,12.290,4758,0.841,24.581,2064,2120,10697
2004,55,103208,129367,2433330,2410103,11787,9.164,10289,8.000,314321,96577,217744,4.007,13.042,267090,86699,180391,3.597,11.082,47231,1.960,22.164,6687,6912,40347
2004,56,14653,16925,188857,185343,1903,11.354,1573,9.385,30863,9560,21303,5.158,16.652,23865,8534,15331,4.604,12.876,6998,3.776,25.752,984,990,4389
2005,01,72505,94174,1677276,1658228,9698,10.361,8546,9.131,263962,82662,181300,4.985,15.918,227143,67482,159661,4.070,13.698,36819,2.220,27.396,5684,5790,32394
2005,02,13573,16568,227658,224051,1911,11.646,1594,9.714,36286,11527,24759,5.145,16.195,29014,7567,21447,3.377,12.950,7272,3.246,25.900,1019,1049,4913
2005,04,89489,114818,2165357,2106859,16344,14.520,11835,10.514,413268,162594,250674,7.717,19.615,296912,101591,195321,4.822,14.093,116356,5.523,28.185,7597,7841,49729
2005,05,47592,59985,1012458,1004082,6428,10.791,5598,9.397,138582,47558,91024,4.736,13.802,122003,38415,83588,3.826,12.151,16579,1.651,24.301,3984,4041,22696
2005,06,606436,753532,13142196,13059882,95357,12.778,80756,10.822,2083861,757804,1326057,5.803,15.956,1915619,636480,1279139,4.874,14.668,168242,1.288,29.336,54385,55702,352641
2005,08,106937,130034,1914669,1905513,17643,13.744,14317,11.153,298761,113395,185366,5.951,15.679,280568,97517,183051,5.118,14.724,18193,0.955,29.448,9248,9398,49961
2005,09,69164,84039,1518116,1526672,8235,9.830,7704,9.196,183440,72831,110609,4.771,12.016,199945,68897,131048,4.513,13.097,-16505,-1.081,24.031,4801,4864,28771
2005,10,18345,22520,395629,393898,2420,10.769,2324,10.342,56494,18957,37537,4.813,14.342,52990,21825,31165,5.541,13.453,3504,0.890,26.905,1349,1367,9259
2005,11,14992,18668,426360,424850,1876,10.099,1692,9.109,53992,18128,35864,4.267,12.709,51512,14397,37115,3.389,12.125,2480,0.584,24.250,921,943,6243
2005,12,355534,437621,6838182,6754453,67902,15.834,50348,11.740,1237831,491931,745900,7.283,18.326,1070563,403325,667238,5.971,15.850,167268,2.476,31.699,33403,33925,220268
2005,13,152026,194637,3478867,3455593,24994,12.995,20405,10.609,546558,203679,342879,5.894,15.817,500885,172343,328542,4.987,14.495,45673,1.322,28.990,13084,13346,80373
2005,15,23553,29464,486395,478840,3004,10.308,2361,8.102,71924,27419,44505,5.726,15.020,56551,18123,38428,3.785,11.810,15373,3.210,23.620,1521,1581,8343
2005,16,31777,37618,513501,499557,5277,14.365,3512,9.560,91536,35950,55586,7.196,18.323,63310,20253,43057,4.054,12.673,28226,5.650,25.346,2296,2330,13171
2005,17,224878,281080,5218572,5209801,30349,10.858,27214,9.736,712352,258004,454348,4.952,13.673,694118,221948,472170,4.260,13.323,18234,0.350,26.647,17119,17534,107250
2005,18,104932,136647,2600861,2591568,13047,9.565,12553,9.203,338441,114974,223467,4.436,13.059,320778,101822,218956,3.929,12.378,17663,0.682,24.756,8127,8373,53996
2005,19,58321,74009,1265303,1254456,6559,8.893,6055,8.209,156021,50795,105226,4.049,12.437,134509,40394,94115,3.220,10.722,21512,1.715,21.445,4056,4141,21458
2005,20,55542,69540,1126840,1123946,6806,9.830,6194,8.946,150850,49578,101272,4.411,13.421,145010,49827,95183,4.433,12.902,5840,0.520,25.804,4106,4195,22946
2005,21,65604,84524,1511050,1498917,8346,9.920,7566,8.993,213439,69300,144139,4.623,14.240,189025,55220,133805,3.684,12.611,24414,1.629,25.222,5075,5182,29739
2005,22,74680,94676,1609831,1614260,9229,9.770,8803,9.319,240611,75187,165424,4.658,14.905,248584,89863,158721,5.567,15.399,-7973,-0.494,29.811,5746,5918,43870
2005,23,30311,36349,498046,496713,3713,10.282,3237,8.964,62096,21169,40927,4.262,12.501,59402,17901,41501,3.604,11.959,2694,0.542,23.918,2130,2148,9960
2005,24,99358,123109,2161633,2153495,13979,11.459,11740,9.624,307377,111381,195996,5.172,14.273,291671,96931,194740,4.501,13.544,15706,0.729,27.088,7325,7444,48392
2005,25,126650,156414,2992042,2985216,15440,9.865,15623,9.982,378170,126815,251355,4.248,12.668,363257,126519,236738,4.238,12.169,14913,0.500,24.337,10416,10577,56662
2005,26,167066,211101,3774851,3817783,21140,10.025,20670,9.802,505813,188832,316981,4.946,13.249,590282,166463,423819,4.360,15.461,-84469,-2.213,26.498,13361,13633,89899
2005,27,104696,130327,2416463,2397455,13615,10.522,11753,9.083,320953,112110,208843,4.676,13.387,282162,86295,195867,3.599,11.769,38791,1.618,23.538,7465,7565,42969
2005,28,43718,55885,925161,928067,5723,10.265,5459,9.791,124233,42614,81619,4.592,13.386,129803,42676,87127,4.598,13.986,-5570,-0.600,26.772,3576,3650,22555
2005,29,110103,138851,2391116,2393158,16017,11.643,13451,9.778,308918,111755,197163,4.670,12.908,313848,88477,225371,3.697,13.114,-4930,-0.206,25.817,9299,9465,51043
2005,30,26494,30743,326775,321028,3651,12.040,2812,9.273,52126,21310,30816,6.638,16.237,40689,11909,28780,3.710,12.675,11437,3.563,25.349,1856,1882,7604
2005,31,37612,46443,769913,763409,4284,9.267,3851,8.331,104073,32503,71570,4.258,13.633,91235,27258,63977,3.571,11.951,12838,1.682,23.902,2500,2556,13581
2005,32,40332,49967,1083010,1053972,7919,16.208,5700,11.667,200758,72122,128636,6.843,19.048,143063,59459,83604,5.641,13.574,57695,5.474,27.147,3857,3938,34918
2005,33,29405,35311,553394,552241,3685,10.507,3204,9.136,70614,26242,44372,4.752,12.787,67969,20671,47298,3.743,12.308,2645,0.479,24.616,2210,2232,13127
2005,34,181234,213923,3578790,3593663,24761,11.634,22596,10.616,505594,182062,323532,5.066,14.069,535875,194217,341658,5.404,14.912,-30281,-0.843,28.138,15054,15241,89272
2005,35,32736,40473,597329,589470,4538,11.318,3782,9.433,98324,33584,64740,5.697,16.680,82522,25223,57299,4.279,13.999,15802,2.681,27.999,2450,2504,15280
2005,36,381550,449296,7340539,7351108,50866,11.360,47814,10.678,998889,362002,636887,4.924,13.588,1019950,339748,680202,4.622,13.875,-21061,-0.287,27.177,31973,32375,179098
2005,37,153350,196305,3405772,3387417,22535,11.593,18704,9.622,505497,186607,318890,5.509,14.923,470423,147084,323339,4.342,13.887,35074,1.035,27.775,12099,12397,71521
2005,38,15536,18822,271241,268886,1726,9.236,1457,7.797,34679,10830,23849,4.028,12.897,30116,10703,19413,3.981,11.200,4563,1.697,22.401,970,981,4655
2005,39,186643,246743,4733863,4731346,22575,9.155,22244,9.021,645198,225050,420148,4.757,13.637,639498,197042,442456,4.165,13.516,5700,0.120,27.032,14146,14486,98280
2005,40,64314,80366,1213377,1200909,8703,10.910,7517,9.423,180862,67750,113112,5.642,15.060,156507,51381,105126,4.279,13.032,24355,2.028,26.065,5088,5189,29919
2005,41,78683,95805,1401331,1375189,11883,12.582,9162,9.701,215670,80127,135543,5.827,15.683,163149,56906,106243,4.138,11.864,52521,3.819,23.728,5913,6068,30114
2005,42,216403,276602,5068040,5063716,26388,9.579,24137,8.762,642798,231103,411695,4.564,12.694,634422,196832,437590,3.887,12.529,8376,0.165,25.058,15418,15787,88925
2005,44,23216,26754,441040,439167,2761,10.364,2533,9.508,53676,20108,33568,4.579,12.222,49911,15252,34659,3.473,11.365,3765,0.857,22.730,1680,1688,9148
2005,45,74021,94423,1595985,1583858,10924,11.706,8722,9.346,233802,85952,147850,5.427,14.762,209485,65362,144123,4.127,13.226,24317,1.535,26.452,5853,5962,34944
2005,46,19105,22587,317490,314600,2214,9.872,1892,8.437,40953,11475,29478,3.647,13.018,35370,11021,24349,3.503,11.243,5583,1.775,22.486,1225,1244,5612
2005,47,92944,123009,2358200,2348646,13150,10.754,11687,9.558,332650,110131,222519,4.689,14.163,313534,95757,217777,4.077,13.350,19116,0.814,26.699,7628,7838,47038
2005,48,342036,452892,8267151,8185935,53861,11.995,46134,10.274,1352274,511691,840583,6.251,16.519,1191352,381703,809649,4.663,14.554,160922,1.966,29.107,30008,30788,199696
2005,49,45949,55634,957887,935796,8360,15.324,6203,11.370,175082,60122,114960,6.425,18.709,130525,49054,81471,5.242,13.948,44557,4.761,27.896,3974,4051,25032
2005,50,17012,19716,258747,256032,1833,9.332,1687,8.588,33615,10618,22997,4.147,13.129,28007,9067,18940,3.541,10.939,5608,2.190,21.878,1110,1122,5578
2005,51,134688,173327,3069573,3054998,19785,11.536,16149,9.416,448345,159075,289270,5.207,14.676,418946,129505,289441,4.239,13.713,29399,0.962,27.427,10070,10359,56192
2005,53,126278,154338,2317336,2287033,19762,12.975,15698,10.307,364861,124358,240503,5.438,15.953,302986,102832,200154,4.496,13.248,61875,2.705,26.496,10059,10276,51113
2005,54,29544,37516,569171,568939,3596,9.602,3466,9.255,75182,24190,50992,4.252,13.214,74606,22137,52469,3.891,13.113,576,0.101,26.226,2305,2332,10959
2005,55,104208,130805,2443243,2435531,12173,9.358,10738,8.254,304994,97582,207412,4.007,12.523,288940,90292,198648,3.707,11.864,16054,0.659,23.727,7102,7297,43676
2005,56,14991,17396,194556,192209,2057,11.986,1589,9.259,31565,10958,20607,5.701,16.422,26777,8076,18701,4.202,13.931,4788,2.491,27.862,1106,1114,5171
2006,01,73340,96154,1715506,1696244,10753,11.299,8775,9.221,270161,103777,166384,6.118,15.927,231566,73043,158523,4.306,13.652,38595,2.275,27.303,5970,6088,35859
2006,02,13801,17031,242008,236449,2175,12.948,1710,10.179,40862,11228,29634,4.749,17.282,29958,9117,20841,3.856,12.670,10904,4.612,25.340,1125,1146,5244
2006,04,94775,122348,2345081,2257692,19572,16.505,12041,10.154,459090,176631,282459,7.824,20.334,283209,98283,184926,4.353,12.544,175881,7.790,25.088,8081,8253,54395
2006,05,47932,61169,1042867,1027642,7117,11.749,5926,9.783,146812,52386,94426,5.098,14.286,116168,35612,80556,3.465,11.304,30644,2.982,22.609,4224,4307,21577
2006,06,624038,778867,13707707,13454231,105791,13.808,80346,10.487,2346579,869051,1477528,6.459,17.441,1838818,609959,1228859,4.534,13.667,507761,3.774,27.334,55835,56899,332601
2006,08,110015,134453,1999451,1957889,19336,14.621,14925,11.286,347341,138526,208815,7.075,17.741,264476,96419,168057,4.925,13.508,82865,4.232,27.016,9831,9974,51813
2006,09,69362,85004,1542909,1531164,8884,10.511,7923,9.374,208625,76576,132049,5.001,13.625,184500,65209,119291,4.259,12.050,24125,1.576,24.099,5413,5517,31342
2006,10,18360,22706,389519,391770,2657,11.746,2485,10.986,55756,20544,35212,5.244,14.232,60182,24004,36178,6.127,15.362,-4426,-1.130,28.464,1662,1698,8828
2006,11,15286,19169,436030,431218,2193,11.593,1688,8.923,62894,20553,42341,4.766,14.585,52863,15642,37221,3.627,12.259,10031,2.326,24.518,948,959,6780
2006,12,370319,456476,7208790,7024619,71546,16.004,52668,11.782,1314222,506574,807648,7.211,18.709,952099,360441,591658,5.131,13.554,362123,5.155,27.107,36443,36977,205302
2006,13,157004,201564,3615297,3549973,27612,13.938,20687,10.443,606037,238139,367898,6.708,17.072,477922,168275,309647,4.740,13.463,128115,3.609,26.925,13676,13932,83148
2006,15,24161,30509,510202,498263,3408,11.365,2364,7.883,76290,28256,48034,5.671,15.311,52276,15578,36698,3.126,10.492,24014,4.820,20.983,1578,1607,8808
2006,16,33886,40102,541460,528020,6317,16.257,3826,9.846,94929,35354,59575,6.696,17.978,68315,25055,43260,4.745,12.938,26614,5.040,25.876,2654,2683,17214
2006,17,227899,286375,5346515,5286749,32802,11.562,27476,9.684,789242,282437,506805,5.342,14.929,671094,233668,437426,4.420,12.694,118148,2.235,25.388,18016,18363,121259
2006,18,105929,139070,2659870,2632632,14897,10.806,12484,9.055,366962,129044,237918,4.902,13.939,312360,94216,218144,3.579,11.865,54602,2.074,23.730,8206,8376,49271
2006,19,58239,75014,1300552,1283255,7733,10.378,6731,9.033,167859,58304,109555,4.543,13.081,133078,37396,95682,2.914,10.370,34781,2.710,20.741,4625,4722,21428
2006,20,55680,70222,1163455,1147695,7529,10.776,6826,9.770,168267,60596,107671,5.280,14.661,136287,44129,92158,3.845,11.875,31980,2.786,23.750,4615,4715,23305
2006,21,65967,85747,1546669,1528548,8928,10.488,7684,9.027,219532,74490,145042,4.873,14.362,183726,58271,125455,3.812,12.020,35806,2.342,24.039,5269,5361,29636
2006,22,72023,92469,1587916,1598822,10449,11.167,12647,13.516,274635,98219,176416,6.143,17.177,298188,100651,197537,6.295,18.650,-23553,-1.473,34.355,7537,7697,46071
2006,23,30659,37043,506089,502396,4241,11.558,3544,9.658,65994,25601,40393,5.096,13.136,58720,19137,39583,3.809,11.688,7274,1.448,23.376,2531,2556,11251
2006,24,101468,126355,2228727,2195336,15238,12.216,12000,9.620,345757,125220,220537,5.704,15.750,279834,97049,182785,4.421,12.747,65923,3.003,25.494,7901,8035,44763
2006,25,128277,159188,3064358,3029589,17083,10.826,14289,9.056,437150,149239,287911,4.926,14.429,369558,120039,249519,3.962,12.198,67592,2.231,24.397,9507,9665,58234
2006,26,167229,212717,3779159,3771571,22487,10.612,20875,9.851,526881,181949,344932,4.824,13.970,512016,160562,351454,4.257,13.576,14865,0.394,27.151,14377,14617,83278
2006,27,106078,133187,2471473,2444513,15512,11.773,12656,9.605,345794,119654,226140,4.895,14.146,291019,94250,196769,3.856,11.905,54775,2.241,23.810,8433,8577,48502
2006,28,43401,55996,945599,936284,6304,11.269,6195,11.074,147866,54769,93097,5.850,15.793,129941,42360,87581,4.524,13.878,17925,1.914,27.757,3986,4058,21398
2006,29,109431,139795,2440248,2415279,16417,11.785,15445,11.087,356138,132404,223734,5.482,14.745,304999,100457,204542,4.159,12.628,51139,2.117,25.256,11048,11255,52437
2006,30,27547,32037,338060,332829,4344,13.839,3049,9.713,55207,21138,34069,6.351,16.587,44585,13978,30607,4.200,13.396,10622,3.191,26.792,2065,2090,8706
2006,31,37789,47100,783666,777011,4874,10.421,4214,9.010,102217,39907,62310,5.136,13.155,88239,26694,61545,3.435,11.356,13978,1.799,22.712,2848,2914,14187
2006,32,42517,53034,1163826,1124399,8926,17.336,5832,11.327,220646,84194,136452,7.488,19.623,143867,44671,99196,3.973,12.795,76779,6.828,25.590,4106,4158,26097
2006,33,29620,35807,573931,564215,3921,11.027,3426,9.635,85295,29153,56142,5.167,15.117,65763,21207,44556,3.759,11.656,19532,3.462,23.311,2409,2444,11305
2006,34,183888,218292,3660515,3621483,26711,12.360,22327,10.332,563785,209766,354019,5.792,15.568,484984,164194,320790,4.534,13.392,78801,2.176,26.784,15731,15878,79085
2006,35,33533,41645,632900,615102,5196,12.654,4030,9.814,112831,41389,71442,6.729,18.343,77140,26961,50179,4.383,12.541,35691,5.802,25.082,2694,2730,14592
2006,36,385289,456100,7486062,7418748,54315,11.998,47517,10.496,1064890,379458,685432,5.115,14.354,929768,308390,621378,4.157,12.533,135122,1.821,25.065,34581,34959,183997
2006,37,157059,202680,3528453,3470127,25367,12.716,18986,9.517,564216,215749,348467,6.217,16.259,447808,154334,293474,4.448,12.905,116408,3.355,25.809,12815,13035,71219
2006,38,15637,19108,280641,276003,1973,10.404,1685,8.885,38971,13356,25615,4.839,14.120,29816,9883,19933,3.581,10.803,9155,3.317,21.606,1133,1146,5239
2006,39,186141,248497,4796675,4764924,24737,9.990,22981,9.281,661225,234567,426658,4.923,13.877,599411,198242,401169,4.160,12.580,61814,1.297,25.159,15106,15476,91783
2006,40,65182,81885,1277551,1245930,9400,11.588,7868,9.699,213050,80955,132095,6.498,17.100,149983,51789,98194,4.157,12.038,63067,5.062,24.076,5280,5430,26903
2006,41,81112,99259,1457677,1430093,12796,13.120,9345,9.581,226971,81173,145798,5.676,15.871,172236,52552,119684,3.675,12.044,54735,3.827,24.087,6471,6526,30476
2006,42,216624,279838,5186254,5128600,27892,10.025,24646,8.859,693645,251070,442575,4.895,13.525,578975,182179,396796,3.552,11.289,114670,2.236,22.578,16571,17019,94157
2006,44,23528,27267,440736,440845,3091,11.445,2571,9.520,61392,23048,38344,5.228,13.926,61653,16930,44723,3.840,13.985,-261,-0.059,27.852,1737,1776,8758
2006,45,75739,97205,1651612,1624517,11777,12.292,8984,9.377,261132,97529,163603,6.004,16.074,207735,65822,141913,4.052,12.787,53397,3.287,25.575,6158,6312,33320
2006,46,19312,22914,330143,323800,2520,11.077,2193,9.639,45623,15027,30596,4.641,14.090,32924,10475,22449,3.235,10.168,12699,3.922,20.336,1523,1551,6823
2006,47,94163,125636,2447632,2404068,14527,11.685,11891,9.565,374965,134182,240783,5.581,15.597,287710,92685,195025,3.855,11.968,87255,3.629,23.935,7796,8011,44514
2006,48,348430,465478,8710930,8495071,59637,12.988,47035,10.243,1543144,569558,973586,6.705,18.165,1115018,396229,718789,4.664,13.125,428126,5.040,26.251,30843,31625,192338
2006,49,48913,59245,1024231,991547,9755,16.983,6145,10.698,185014,65915,119099,6.648,18.659,119917,39649,80268,3.999,12.094,65097,6.565,24.188,4115,4207,23811
2006,50,17106,19916,262489,260757,1988,10.034,1783,8.999,30740,9803,20937,3.759,11.789,27174,8303,18871,3.184,10.421,3566,1.368,20.842,1267,1279,5192
2006,51,138283,179347,3193545,3133244,22450,12.732,16419,9.311,513232,183516,329716,5.857,16.380,392971,124483,268488,3.973,12.542,120261,3.838,25.084,10917,11089,60758
2006,53,130095,159704,2415080,2368233,21582,13.745,16213,10.325,401051,140538,260513,5.934,16.935,309639,95126,214513,4.017,13.075,91412,3.860,26.149,11078,11241,52943
2006,54,29414,37729,589704,580234,3801,10.102,3595,9.555,86981,30731,56250,5.296,14.991,68144,20966,47178,3.613,11.744,18837,3.246,23.488,2465,2505,11995
2006,55,104402,132366,2477117,2464315,13414,10.194,11851,9.006,310607,109046,201561,4.425,12.604,283708,81086,202622,3.290,11.513,26899,1.092,23.025,8150,8287,44168
2006,56,15408,17894,206765,201365,2299,13.030,1798,10.191,36528,12300,24228,6.108,18.140,25799,8590,17209,4.266,12.812,10729,5.328,25.624,1193,1205,5421
2007,01,74187,97869,1717477,1716829,10821,11.157,9064,9.345,257399,92813,164586,5.406,14.993,256285,82331,173954,4.796,14.928,1114,0.065,29.856,5861,6065,36139
2007,02,13839,17182,244710,243280,2030,11.873,1862,10.890,42762,14649,28113,6.021,17.577,39770,9544,30226,3.923,16.347,2992,1.230,32.695,1148,1164,4943
2007,04,97302,126302,2392521,2368720,18277,14.702,14299,11.502,448051,155721,292330,6.574,18.915,401362,129295,272067,5.458,16.944,46689,1.971,33.889,9165,9339,59155
2007,05,48092,61810,1026895,1035029,6687,10.879,6005,9.769,144316,50852,93464,4.913,13.943,160181,48135,112046,4.651,15.476,-15865,-1.533,27.886,4040,4085,23017
2007,06,631940,790026,13689685,13702771,100798,12.851,89425,11.401,2176676,755874,1420802,5.516,15.885,2203701,740912,1462789,5.407,16.082,-27025,-0.197,31.770,58428,59505,365245
2007,08,112049,137449,2038562,2020936,19001,13.978,15965,11.745,357443,133985,223458,6.630,17.687,322501,114265,208236,5.654,15.958,34942,1.729,31.916,10223,10333,54783
2007,09,68878,85079,1523127,1533382,8300,9.761,8203,9.647,208757,75196,133561,4.904,13.614,228255,63556,164699,4.145,14.886,-19498,-1.272,27.228,5206,5285,31581
2007,10,18105,22729,386147,387819,2590,11.398,2577,11.341,65392,28329,37063,7.305,16.861,69072,25712,43360,6.630,17.810,-3680,-0.949,33.723,1505,1510,9669
2007,11,15341,19395,437834,437197,2100,10.893,1868,9.689,69160,20234,48926,4.628,15.819,68349,18972,49377,4.339,15.633,811,0.186,31.267,1010,1018,6928
2007,12,373532,462939,7221689,7229552,67880,14.767,61337,13.344,1235065,492507,742558,6.812,17.084,1258178,467849,790329,6.471,17.403,-23113,-0.320,34.167,41632,42317,252217
2007,13,160348,206716,3632943,3626297,27677,13.559,22490,11.018,580831,229438,351393,6.327,16.017,566281,195810,370471,5.400,15.616,14550,0.401,31.232,14512,14913,91243
2007,15,24301,30691,516070,512734,3079,10.063,2893,9.455,76218,24838,51380,4.844,14.865,69678,25063,44615,4.888,13.590,6540,1.276,27.179,1763,1824,12458
2007,16,35168,41710,545702,543529,5891,14.406,4259,10.415,93846,35412,58434,6.515,17.266,89791,26240,63551,4.828,16.520,4055,0.746,33.040,2927,2952,16883
2007,17,228534,288250,5350607,5349305,31181,10.854,29216,10.170,776460,268989,507471,5.028,14.515,774206,248346,525860,4.643,14.473,2254,0.042,28.946,18238,18523,117572
2007,18,105803,139875,2635618,2647653,14262,10.228,13382,9.597,366879,124834,242045,4.715,13.857,391242,116256,274986,4.391,14.777,-24363,-0.920,27.714,8578,8762,56674
2007,19,58239,75278,1297128,1298889,6774,9.016,6492,8.640,161898,48844,113054,3.760,12.464,165614,50282,115332,3.871,12.750,-3716,-0.286,24.929,4135,4199,23184
2007,20,55755,70674,1180696,1172503,7168,10.176,6696,9.506,170333,61409,108924,5.237,14.527,154113,49427,104686,4.216,13.144,16220,1.383,26.288,4264,4340,24689
2007,21,65882,86239,1541076,1544516,8694,10.114,8133,9.462,219092,76984,142108,4.984,14.185,225983,63790,162193,4.130,14.631,-6891,-0.446,28.370,5264,5343,33179
2007,22,74763,95849,1635340,1612044,11874,12.614,8439,8.965,283636,91914,191722,5.702,17.595,236427,71141,165286,4.413,14.666,47209,2.929,29.333,5241,5322,33642
2007,23,30708,37360,500736,503325,3995,10.741,3662,9.846,66737,23703,43034,4.709,13.259,72073,26639,45434,5.293,14.319,-5336,-1.060,26.518,2445,2462,13789
2007,24,101735,127231,2222880,2226135,14101,11.123,13197,10.409,325869,108122,217747,4.857,14.638,333324,104103,229221,4.676,14.973,-7455,-0.335,29.277,8342,8460,48124
2007,25,127607,159089,3065563,3061384,15587,9.796,15642,9.831,414822,130172,284650,4.252,13.550,405212,125118,280094,4.087,13.236,9610,0.314,26.472,9800,9967,54178
2007,26,164604,210730,3670458,3724007,21097,9.967,22955,10.845,487954,169035,318919,4.539,13.103,593958,189058,404900,5.077,15.949,-106004,-2.847,26.206,14903,15260,98815
2007,27,105835,133179,2510613,2489965,14051,10.553,13994,10.510,368025,114967,253058,4.617,14.780,327574,106597,220977,4.281,13.156,40451,1.625,26.312,8445,8539,46686
2007,28,44125,57148,939115,942070,6474,11.450,5265,9.311,131340,42077,89263,4.466,13.942,136900,40275,96625,4.275,14.532,-5560,-0.590,27.883,3535,3604,19871
2007,29,108815,140088,2429916,2435851,15248,10.900,14854,10.618,334618,117529,217089,4.825,13.737,345239,108239,237000,4.444,14.173,-10621,-0.436,27.474,9876,10074,51985
2007,30,28301,32958,353814,348020,4080,12.561,3126,9.624,58005,19916,38089,5.723,16.667,46141,14598,31543,4.195,13.258,11864,3.409,26.516,2089,2112,8875
2007,31,37829,47408,791477,787462,4562,9.656,4233,8.960,104357,33224,71133,4.219,13.252,97162,29891,67271,3.796,12.339,7195,0.914,24.677,2695,2711,14512
2007,32,43621,54772,1188392,1176591,8628,16.007,6886,12.775,222474,83279,139195,7.078,18.908,198854,67517,131337,5.738,16.901,23620,2.007,33.802,4633,4680,31013
2007,33,29471,35837,573032,573676,3630,10.135,3591,10.026,74900,22722,52178,3.961,13.056,76663,21658,55005,3.775,13.363,-1763,-0.307,26.112,2396,2412,12256
2007,34,183338,218123,3640706,3650716,24652,11.298,24812,11.371,534299,178546,355753,4.891,14.635,555954,189356,366598,5.187,15.229,-21655,-0.593,29.271,16466,16589,84286
2007,35,33941,42384,631831,631675,4867,11.588,4097,9.755,99100,33740,65360,5.341,15.688,97920,30410,67510,4.814,15.502,1180,0.187,31.003,2676,2719,15313
2007,36,386607,458869,7476831,7480332,51902,11.346,49050,10.723,1064269,362656,701613,4.848,14.228,1068417,371316,697101,4.964,14.283,-4148,-0.055,28.455,33455,33763,181319
2007,37,159658,207000,3561199,3546668,24862,12.135,20604,10.057,550397,193725,356672,5.462,15.519,521590,168095,353495,4.740,14.706,28807,0.812,29.413,13008,13284,76973
2007,38,15776,19354,289947,285212,1866,9.710,1592,8.284,44574,15498,29076,5.434,15.628,34897,9594,25303,3.364,12.235,9677,3.393,24.471,973,998,5567
2007,39,183664,247345,4753348,4775883,23506,9.483,24576,9.914,631188,225312,405876,4.718,13.216,676623,220370,456253,4.614,14.167,-45435,-0.951,26.432,14996,15325,96595
2007,40,65752,83161,1300292,1289000,9341,11.323,8015,9.715,214209,69421,144788,5.386,16.618,191064,61290,129774,4.755,14.823,23145,1.796,29.645,5279,5355,31707
