year,sector,fage,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
2007,72,g) 6 to 10,68847,80213,1402567,1434475,3191,3.834,9205,11.061,189610,48478,141132,3.379,13.218,253978,95827,158151,6.680,17.705,-64368,-4.487,26.436,7303,7421,73124
2007,72,h) 11 to 15,49872,69415,1402220,1431281,2639,3.706,6227,8.745,164991,51616,113375,3.606,11.528,223137,72263,150874,5.049,15.590,-58146,-4.063,23.055,4372,4564,46652
2007,72,i) 16 to 20,34614,48950,1108972,1137235,1851,3.695,4136,8.257,130427,38912,91515,3.422,11.469,186755,54881,131874,4.826,16.422,-56328,-4.953,22.938,2710,2844,30595
2007,72,j) 21 to 25,21484,35079,901764,924855,1224,3.416,2731,7.622,89651,24878,64773,2.690,9.694,135611,44479,91132,4.809,14.663,-45960,-4.969,19.387,1593,1743,20228
2007,72,k) 26+,14376,28175,812132,825673,1101,3.850,1943,6.795,99272,36636,62636,4.437,12.023,126202,31761,94441,3.847,15.285,-26930,-3.262,24.046,981,1074,11835
2007,72,l) Left Censored,25386,98225,3264731,3253127,9114,9.373,7131,7.334,452308,175506,276802,5.395,13.904,424142,134367,289775,4.130,13.038,28166,0.866,26.076,1589,1802,21401
2007,81,a) 0,42646,42864,159042,79521,42864,200.000,X,X,159042,159042,X,200.000,200.000,X,X,X,X,X,159042,200.000,X,X,X,X
2007,81,b) 1,34211,34535,154893,159890,258,0.653,10246,25.920,39275,2553,36722,1.597,24.564,48582,27642,20940,17.288,30.385,-9307,-5.821,49.128,8147,8150,22676
2007,81,c) 2,29277,29649,151829,156941,1204,3.792,5416,17.056,29357,3554,25803,2.265,18.706,39457,18021,21436,11.483,25.141,-10100,-6.436,37.412,4402,4416,15117
2007,81,d) 3,25773,26349,134848,138965,1144,4.115,4053,14.577,22953,4309,18644,3.101,16.517,31144,13733,17411,9.882,22.411,-8191,-5.894,33.034,3246,3250,11167
2007,81,e) 4,22527,22941,117392,120760,1000,4.169,3094,12.898,19134,3594,15540,2.976,15.845,25993,10561,15432,8.745,21.525,-6859,-5.680,31.689,2480,2482,8823
2007,81,f) 5,20490,21078,119386,122397,962,4.395,2588,11.822,18134,3646,14488,2.979,14.816,23926,8600,15326,7.026,19.548,-5792,-4.732,29.632,1918,1995,6743
2007,81,g) 6 to 10,85083,88476,528136,537431,3369,3.696,8742,9.589,72130,12616,59514,2.347,13.421,90730,30864,59866,5.743,16.882,-18600,-3.461,26.843,6474,6597,23597
2007,81,h) 11 to 15,70889,75036,480058,489879,2163,2.810,6033,7.838,58746,8877,49869,1.812,11.992,78393,23055,55338,4.706,16.003,-19647,-4.011,23.984,4410,4461,17067
2007,81,i) 16 to 20,58103,63615,461121,469600,1459,2.244,4265,6.560,50679,7104,43575,1.513,10.792,67343,17549,49794,3.737,14.341,-16664,-3.549,21.584,2928,3045,11387
2007,81,j) 21 to 25,70016,74461,559120,567000,1520,2.011,3751,4.963,55953,6217,49736,1.096,9.868,71670,15883,55787,2.801,12.640,-15717,-2.772,19.737,2235,2281,8245
2007,81,k) 26+,34261,37071,333960,337667,636,1.680,2203,5.820,33298,3298,30000,0.977,9.861,40688,11619,29069,3.441,12.050,-7390,-2.189,19.722,1386,1487,7161
2007,81,l) Left Censored,121715,162282,2169060,2181166,5341,3.256,8848,5.394,225548,42035,183513,1.927,10.341,248119,57883,190236,2.654,11.376,-22571,-1.035,20.681,3306,3369,15223
2008,11,a) 0,1428,1428,5442,2721,1428,200.000,X,X,5442,5442,X,200.000,200.000,X,X,X,X,X,5442,200.000,X,X,X,X
2008,11,b) 1,1153,1153,6961,7135,0,0.000,468,33.742,1793,0,1793,0.000,25.130,2090,1271,819,17.814,29.292,-297,-4.163,50.259,334,334,999
2008,11,c) 2,1118,1118,5727,6170,53,4.300,282,22.880,1249,135,1114,2.188,20.243,2147,1355,792,21.961,34.797,-898,-14.554,40.486,203,203,1183
2008,11,d) 3,959,959,5482,5712,31,2.989,187,18.033,905,110,795,1.926,15.844,1339,600,739,10.504,23.442,-434,-7.598,31.688,145,145,471
2008,11,e) 4,904,905,5254,5797,31,3.152,188,19.115,786,74,712,1.277,13.560,1904,974,930,16.803,32.847,-1118,-19.288,27.120,140,140,789
2008,11,f) 5,697,697,3885,4362,36,4.848,127,17.104,587,91,496,2.086,13.459,1568,912,656,20.910,35.951,-981,-22.492,26.917,85,85,806
2008,11,g) 6 to 10,3053,3075,20233,20667,134,4.173,407,12.673,2942,282,2660,1.365,14.236,3778,1413,2365,6.837,18.281,-836,-4.045,28.471,280,280,1125
2008,11,h) 11 to 15,2702,2775,22238,22870,76,2.602,368,12.598,3049,266,2783,1.163,13.332,4256,1252,3004,5.474,18.610,-1207,-5.278,26.664,243,243,919
2008,11,i) 16 to 20,1987,2087,17391,17681,70,3.248,206,9.559,2191,269,1922,1.521,12.392,2767,750,2017,4.242,15.650,-576,-3.258,24.784,145,147,586
2008,11,j) 21 to 25,1451,1487,15938,16593,40,2.593,151,9.789,1537,111,1426,0.669,9.263,2840,650,2190,3.917,17.116,-1303,-7.853,18.526,101,101,494
2008,11,k) 26+,1158,1191,15147,15354,35,2.826,130,10.497,1603,86,1517,0.560,10.441,2092,448,1644,2.918,13.626,-489,-3.185,20.881,95,96,333
2008,11,l) Left Censored,1618,2070,39196,39480,52,2.434,185,8.659,4729,774,3955,1.960,11.978,5419,1098,4321,2.781,13.726,-690,-1.748,23.956,111,111,414
2008,21,a) 0,1667,1670,9951,4976,1670,200.000,X,X,9951,9951,X,200.000,200.000,X,X,X,X,X,9951,200.000,X,X,X,X
2008,21,b) 1,1733,1752,18146,18264,9,0.461,406,20.815,5245,274,4971,1.500,28.718,5404,2106,3298,11.531,29.588,-159,-0.871,57.435,331,331,1714
2008,21,c) 2,1357,1374,19430,20688,31,2.093,245,16.543,4476,811,3665,3.920,21.636,6880,2119,4761,10.243,33.257,-2404,-11.621,43.273,202,202,1770
2008,21,d) 3,933,951,10488,11499,33,3.290,137,13.659,1873,246,1627,2.139,16.288,3870,1012,2858,8.801,33.655,-1997,-17.367,32.577,110,110,808
2008,21,e) 4,745,791,16460,16930,22,2.643,105,12.613,4086,1252,2834,7.395,24.135,4827,1185,3642,6.999,28.512,-741,-4.377,48.269,82,82,940
2008,21,f) 5,548,571,7758,8277,20,3.295,92,15.157,1256,80,1176,0.967,15.175,2358,603,1755,7.286,28.490,-1102,-13.315,30.351,73,73,457
2008,21,g) 6 to 10,2531,2707,45899,51240,85,3.031,279,9.950,7331,964,6367,1.881,14.307,18124,5513,12611,10.759,35.371,-10793,-21.064,28.615,191,192,2484
2008,21,h) 11 to 15,1993,2258,35922,38044,109,4.770,163,7.133,5861,1689,4172,4.440,15.406,9979,2605,7374,6.847,26.230,-4118,-10.824,30.812,110,112,1471
2008,21,i) 16 to 20,1555,1897,44180,45453,122,6.401,140,7.345,8814,2290,6524,5.038,19.391,11103,3294,7809,7.247,24.427,-2289,-5.036,38.783,88,88,923
2008,21,j) 21 to 25,1433,1707,37571,38934,42,2.428,88,5.087,4985,814,4171,2.091,12.804,7715,550,7165,1.413,19.816,-2730,-7.012,25.608,59,59,395
2008,21,k) 26+,1505,1980,54364,57246,159,8.057,146,7.398,10494,3596,6898,6.282,18.332,16106,3268,12838,5.709,28.135,-5612,-9.803,36.663,81,82,2142
2008,21,l) Left Censored,2449,6726,320303,349901,414,6.164,395,5.881,39193,8225,30968,2.351,11.201,99269,9430,89839,2.695,28.371,-60076,-17.169,22.402,75,79,656
2008,22,a) 0,230,233,3366,1683,233,200.000,X,X,3366,3366,X,200.000,200.000,X,X,X,X,X,3366,200.000,X,X,X,X
2008,22,b) 1,205,221,2713,2508,12,5.042,46,19.328,957,278,679,11.085,38.158,538,138,400,5.502,21.451,419,16.707,42.903,40,40,126
2008,22,c) 2,164,166,2115,2089,8,4.420,38,20.994,448,38,410,1.819,21.451,412,236,176,11.300,19.727,36,1.724,39.454,32,32,150
2008,22,d) 3,129,199,1978,1836,71,40.922,20,11.527,648,368,280,20.044,35.294,377,196,181,10.675,20.534,271,14.760,41.068,14,14,175
2008,22,e) 4,139,154,1373,1535,14,8.917,20,12.739,372,233,139,15.184,24.242,699,219,480,14.272,45.552,-327,-21.310,48.485,14,14,121
2008,22,f) 5,135,137,979,1028,4,2.817,14,9.859,131,10,121,0.973,12.743,227,119,108,11.576,22.082,-96,-9.339,25.486,9,9,105
2008,22,g) 6 to 10,565,670,13355,13668,30,4.425,46,6.785,1186,132,1054,0.966,8.678,1758,482,1276,3.527,12.863,-572,-4.185,17.355,26,29,229
2008,22,h) 11 to 15,494,571,6288,6204,21,3.630,36,6.223,1079,556,523,8.963,17.393,941,673,268,10.849,15.169,138,2.225,30.338,15,15,104
2008,22,i) 16 to 20,376,469,5339,5194,24,5.139,20,4.283,788,135,653,2.599,15.173,528,193,335,3.716,10.167,260,5.006,20.333,14,14,105
2008,22,j) 21 to 25,379,563,6975,7338,12,2.094,32,5.585,763,123,640,1.676,10.399,1497,682,815,9.295,20.402,-734,-10.003,20.797,3,3,16
2008,22,k) 26+,384,463,5060,5201,9,1.907,27,5.720,313,35,278,0.673,6.018,608,283,325,5.441,11.690,-295,-5.672,12.036,8,8,31
2008,22,l) Left Censored,2209,12524,586631,590048,880,7.043,822,6.579,55539,18428,37111,3.123,9.413,62022,15816,46206,2.680,10.511,-6483,-1.099,18.825,44,44,271
2008,23,a) 0,61884,61961,225642,112821,61961,200.000,X,X,225642,225642,X,200.000,200.000,X,X,X,X,X,225642,200.000,X,X,X,X
2008,23,b) 1,52016,52065,250896,267677,19,0.030,22653,35.740,73963,612,73351,0.229,27.631,105663,61460,44203,22.961,39.474,-31700,-11.843,55.263,17784,17785,50315
2008,23,c) 2,48590,48655,259605,285456,1988,3.604,14995,27.185,61187,6198,54989,2.171,21.435,112348,52778,59570,18.489,39.357,-51161,-17.923,42.870,11735,11735,43206
2008,23,d) 3,41603,41704,254712,272832,1558,3.388,10110,21.988,51549,4624,46925,1.695,18.894,87897,35373,52524,12.965,32.217,-36348,-13.323,37.788,7925,7928,29016
2008,23,e) 4,36817,36889,240888,256910,1536,3.833,7905,19.726,43567,4994,38573,1.944,16.958,75587,26420,49167,10.284,29.422,-32020,-12.464,33.916,6075,6075,21020
2008,23,f) 5,29037,29144,212090,226094,1225,3.931,5267,16.900,36552,3805,32747,1.683,16.167,64467,21578,42889,9.544,28.513,-27915,-12.347,32.333,3901,3910,14784
2008,23,g) 6 to 10,114088,114843,941684,989023,4731,3.897,17843,14.698,156453,17217,139236,1.741,15.819,251116,68322,182794,6.908,25.390,-94663,-9.571,31.638,12891,12898,52284
2008,23,h) 11 to 15,87250,87893,870991,908984,2954,3.219,10727,11.688,128273,14210,114063,1.563,14.112,204043,42589,161454,4.685,22.447,-75770,-8.336,28.223,7412,7415,30970
2008,23,i) 16 to 20,62061,62832,734078,761057,1823,2.796,6571,10.077,98803,10620,88183,1.395,12.982,152403,28928,123475,3.801,20.025,-53600,-7.043,25.965,4454,4455,19352
2008,23,j) 21 to 25,47591,48895,726148,752563,1318,2.615,4339,8.608,92508,9524,82984,1.266,12.292,145158,22784,122374,3.028,19.288,-52650,-6.996,24.585,3026,3029,14135
2008,23,k) 26+,34631,35800,607390,622724,806,2.181,3112,8.422,75870,5854,70016,0.940,12.184,106617,17726,88891,2.847,17.121,-30747,-4.938,24.367,2199,2202,11600
2008,23,l) Left Censored,44810,51813,1678869,1701926,1113,2.100,3495,6.594,230659,28017,202642,1.646,13.553,278301,39540,238761,2.323,16.352,-47642,-2.799,27.106,2362,2374,12270
2008,31-33,a) 0,13811,13933,119671,59911,13933,199.986,X,X,119681,119671,X,199.748,199.765,X,X,X,X,X,119539,199.528,X,X,X,X
2008,31-33,b) 1,12070,12134,124748,123755,22,0.161,3012,22.100,31433,684,30749,0.553,25.399,29131,15429,13702,12.467,23.539,2302,1.860,47.079,2456,2456,12246
2008,31-33,c) 2,10783,10879,128846,132322,224,1.900,2050,17.385,24835,1797,23038,1.358,18.769,31792,16269,15523,12.295,24.026,-6957,-5.258,37.537,1729,1730,13974
2008,31-33,d) 3,9356,9450,120725,123745,211,2.096,1449,14.391,18461,2104,16357,1.700,14.919,24542,10892,13650,8.802,19.833,-6081,-4.914,29.837,1224,1224,9568
2008,31-33,e) 4,8647,8776,134127,136070,240,2.582,1281,13.779,20817,3024,17793,2.222,15.299,24809,12359,12450,9.083,18.233,-3992,-2.934,30.597,1081,1081,10129
2008,31-33,f) 5,7557,7650,116440,118156,151,1.871,988,12.245,17203,1852,15351,1.567,14.560,20563,9729,10834,8.234,17.403,-3360,-2.844,29.119,836,836,7497
2008,31-33,g) 6 to 10,36092,36962,695877,705183,835,2.174,3715,9.674,82411,10447,71964,1.481,11.686,101230,36558,64672,5.184,14.355,-18819,-2.669,23.373,2980,2992,28862
2008,31-33,h) 11 to 15,34212,35357,715037,724915,647,1.774,2882,7.901,75611,11405,64206,1.573,10.430,95559,29142,66417,4.020,13.182,-19948,-2.752,20.861,2327,2334,21778
2008,31-33,i) 16 to 20,29221,30814,849393,862079,501,1.587,2030,6.428,76898,14835,62063,1.721,8.920,102868,29622,73246,3.436,11.933,-25970,-3.012,17.840,1580,1592,16822
2008,31-33,j) 21 to 25,24999,27259,890662,909035,415,1.489,1635,5.867,70850,9819,61031,1.080,7.794,107118,27479,79639,3.023,11.784,-36268,-3.990,15.588,1223,1229,13835
2008,31-33,k) 26+,22497,25343,944211,961149,351,1.355,1472,5.683,75221,10753,64468,1.119,7.826,109437,32308,77129,3.361,11.386,-34216,-3.560,15.652,1076,1091,16083
2008,31-33,l) Left Censored,50918,85301,8102023,8241278,1691,1.950,4507,5.198,540475,82231,458244,0.998,6.558,817627,218174,599453,2.647,9.921,-277152,-3.363,13.116,1990,2113,46651
2008,42,a) 0,20738,21026,87846,43923,21026,200.000,X,X,87846,87846,X,200.000,200.000,X,X,X,X,X,87846,200.000,X,X,X,X
2008,42,b) 1,17388,17726,87856,89221,63,0.315,4628,23.130,22482,511,21971,0.573,25.198,24465,14394,10071,16.133,27.421,-1983,-2.223,50.396,3638,3643,11493
2008,42,c) 2,15626,16012,92589,94446,507,2.924,3163,18.241,18709,1627,17082,1.723,19.809,22148,10703,11445,11.332,23.451,-3439,-3.641,39.619,2546,2559,9085
2008,42,d) 3,14025,14411,92312,94006,413,2.688,2320,15.100,16497,1549,14948,1.648,17.549,19996,9880,10116,10.510,21.271,-3499,-3.722,35.098,1922,1928,8646
2008,42,e) 4,12695,13165,100639,101927,428,3.086,1839,13.258,17005,2780,14225,2.727,16.684,19847,7469,12378,7.328,19.472,-2842,-2.788,33.367,1519,1522,6207
2008,42,f) 5,11425,13061,109531,111110,777,5.716,1844,13.564,21787,7111,14676,6.400,19.608,24936,13627,11309,12.264,22.443,-3149,-2.834,39.217,1265,1274,5738
2008,42,g) 6 to 10,47928,51249,522248,525227,1551,2.920,5294,9.966,72214,13201,59013,2.513,13.749,78221,29015,49206,5.524,14.893,-6007,-1.144,27.498,4078,4160,21428
2008,42,h) 11 to 15,42445,46216,498291,504742,1196,2.510,4080,8.561,59645,9075,50570,1.798,11.817,72599,25268,47331,5.006,14.383,-12954,-2.566,23.634,2897,3104,18032
2008,42,i) 16 to 20,31143,36095,508049,508662,972,2.634,2593,7.026,61719,9645,52074,1.896,12.134,63957,18536,45421,3.644,12.574,-2238,-0.440,24.267,1805,1843,11745
2008,42,j) 21 to 25,24760,31295,492373,494645,845,2.649,2051,6.430,53404,9877,43527,1.997,10.796,57855,16793,41062,3.395,11.696,-4451,-0.900,21.593,1321,1389,10283
2008,42,k) 26+,19945,27405,482142,486885,1144,4.123,1822,6.567,50040,9966,40074,2.047,10.278,59379,19587,39792,4.023,12.196,-9339,-1.918,20.555,1013,1083,9419
2008,42,l) Left Censored,40632,111400,3051117,3080959,5752,5.113,7956,7.072,363189,105811,257378,3.434,11.788,425186,131716,293470,4.275,13.800,-61997,-2.012,23.576,1730,2048,21349
2008,44-45,a) 0,56188,57226,259463,129732,57226,200.000,X,X,259463,259463,X,200.000,200.000,X,X,X,X,X,259463,200.000,X,X,X,X
2008,44-45,b) 1,45806,47077,246434,256929,407,0.754,14258,26.402,56798,3001,53797,1.168,22.107,76754,43190,33564,16.810,29.874,-19956,-7.767,44.213,11894,11930,37396
2008,44-45,c) 2,40318,42030,238963,254908,1525,3.320,9336,20.324,40916,6550,34366,2.570,16.051,72688,34309,38379,13.459,28.515,-31772,-12.464,32.103,7858,7906,30016
2008,44-45,d) 3,35037,37156,220362,231090,1090,2.717,7009,17.472,34642,4648,29994,2.011,14.991,55863,26017,29846,11.258,24.174,-21221,-9.183,29.981,6062,6091,22968
2008,44-45,e) 4,30884,32813,205530,214516,1131,3.231,5518,15.763,30405,4562,25843,2.127,14.174,48312,21438,26874,9.994,22.521,-17907,-8.348,28.348,4698,4716,18493
2008,44-45,f) 5,25604,27520,182059,188896,977,3.351,4256,14.596,27305,5744,21561,3.041,14.455,40827,18006,22821,9.532,21.614,-13522,-7.158,28.910,3543,3555,15348
2008,44-45,g) 6 to 10,97896,110319,864013,891921,3795,3.300,13149,11.434,109273,20713,88560,2.322,12.251,165015,60593,104422,6.794,18.501,-55742,-6.250,24.503,10476,10708,50283
2008,44-45,h) 11 to 15,76220,91071,825524,842988,2550,2.705,8937,9.481,102354,20710,81644,2.457,12.142,136772,43402,93370,5.149,16.225,-34418,-4.083,24.284,6593,6893,32639
2008,44-45,i) 16 to 20,57039,75811,762401,775692,2234,2.861,6802,8.710,97436,19698,77738,2.539,12.561,123584,42342,81242,5.459,15.932,-26148,-3.371,25.122,4180,4466,23474
2008,44-45,j) 21 to 25,46525,68889,938361,948899,1676,2.374,5118,7.248,97811,18592,79219,1.959,10.308,119129,35040,84089,3.693,12.554,-21318,-2.247,20.616,3132,3452,20933
2008,44-45,k) 26+,38285,70974,1313700,1324990,1824,2.522,4515,6.243,137086,28291,108795,2.135,10.346,160030,33769,126261,2.549,12.078,-22944,-1.732,20.692,2394,2787,17772
2008,44-45,l) Left Censored,79406,370655,9503075,9519808,13121,3.511,19141,5.123,925314,282606,642708,2.969,9.720,967709,230270,737439,2.419,10.165,-42395,-0.445,19.440,4319,5581,45573
2008,48-49,a) 0,17353,17464,70263,35132,17464,200.000,X,X,70263,70263,X,200.000,200.000,X,X,X,X,X,70263,200.000,X,X,X,X
2008,48-49,b) 1,13523,13684,67174,69620,44,0.268,5469,33.355,17376,688,16688,0.988,24.958,21800,13915,7885,19.987,31.313,-4424,-6.354,49.917,4432,4435,11697
2008,48-49,c) 2,11433,11583,70710,74024,354,2.723,3188,24.523,14571,1056,13515,1.427,19.684,21245,11416,9829,15.422,28.700,-6674,-9.016,39.368,2625,2625,9586
2008,48-49,d) 3,9138,9339,67589,70089,307,2.991,2154,20.989,12348,1189,11159,1.696,17.618,17175,9363,7812,13.359,24.505,-4827,-6.887,35.235,1767,1767,7866
2008,48-49,e) 4,7684,7821,61726,63230,273,3.222,1575,18.591,9935,1374,8561,2.173,15.712,12864,5779,7085,9.140,20.345,-2929,-4.632,31.425,1313,1313,4861
2008,48-49,f) 5,6594,6956,66357,68262,255,3.430,1211,16.290,10608,1703,8905,2.495,15.540,14494,5947,8547,8.712,21.233,-3886,-5.693,31.080,964,965,4796
2008,48-49,g) 6 to 10,25677,27618,296123,304806,1107,3.812,3944,13.583,39434,6048,33386,1.984,12.937,56609,20726,35883,6.800,18.572,-17175,-5.635,25.875,2997,3016,15550
2008,48-49,h) 11 to 15,18442,20561,287026,291324,659,3.082,2296,10.739,38202,6195,32007,2.126,13.113,46601,16742,29859,5.747,15.996,-8399,-2.883,26.226,1654,1664,11755
2008,48-49,i) 16 to 20,12083,14538,296201,298152,357,2.380,1280,8.534,33994,3377,30617,1.133,11.402,37690,9585,28105,3.215,12.641,-3696,-1.240,22.803,883,903,5967
2008,48-49,j) 21 to 25,8274,12079,375803,378923,488,3.932,1152,9.282,49806,11325,38481,2.989,13.144,56027,24375,31652,6.433,14.786,-6221,-1.642,26.288,528,537,5204
2008,48-49,k) 26+,6336,9026,261310,263963,355,3.863,682,7.422,29797,7084,22713,2.684,11.288,35565,9586,25979,3.632,13.473,-5768,-2.185,22.577,346,387,3593
2008,48-49,l) Left Censored,11584,43191,2512118,2522782,3583,8.278,3765,8.699,252105,58392,193713,2.315,9.993,270479,73711,196768,2.922,10.721,-18374,-0.728,19.986,458,499,8372
2008,51,a) 0,6439,6542,40433,20217,6542,200.000,X,X,40433,40433,X,200.000,200.000,X,X,X,X,X,40433,200.000,X,X,X,X
2008,51,b) 1,4822,4953,35765,36155,44,0.758,1752,30.170,11050,553,10497,1.530,30.563,11779,7509,4270,20.769,32.580,-729,-2.016,61.127,1388,1392,6226
2008,51,c) 2,4024,4156,38692,38383,150,3.261,1039,22.585,9425,1334,8091,3.475,24.555,8727,4384,4343,11.422,22.737,698,1.819,45.473,825,827,3645
2008,51,d) 3,3432,3782,46226,46783,192,4.758,699,17.321,8845,1268,7577,2.710,18.907,9854,4434,5420,9.478,21.063,-1009,-2.157,37.813,535,535,3273
2008,51,e) 4,3138,3345,36814,36445,159,4.482,564,15.899,7332,1181,6151,3.240,20.118,6674,3211,3463,8.811,18.313,658,1.805,36.625,447,447,2442
2008,51,f) 5,2717,2866,33204,33058,115,3.795,444,14.651,6104,895,5209,2.707,18.465,5932,2763,3169,8.358,17.944,172,0.520,35.888,339,339,2284
2008,51,g) 6 to 10,11898,15075,287810,292644,940,6.053,1850,11.912,54962,14763,40199,5.045,18.781,64714,29796,34918,10.182,22.114,-9752,-3.332,37.562,1221,1244,21886
2008,51,h) 11 to 15,8194,10024,216397,218691,424,4.080,1162,11.181,28433,5875,22558,2.686,13.001,32996,13412,19584,6.133,15.088,-4563,-2.087,26.003,591,605,6852
2008,51,i) 16 to 20,5177,7266,197313,196980,255,3.419,640,8.581,26038,6931,19107,3.519,13.219,25174,7009,18165,3.558,12.780,864,0.439,25.560,317,331,2022
2008,51,j) 21 to 25,3785,6863,206137,200463,686,9.855,882,12.671,35689,8189,27500,4.085,17.803,24509,9163,15346,4.571,12.226,11180,5.577,24.452,215,233,1630
2008,51,k) 26+,2560,4372,209124,207378,174,3.889,378,8.449,22776,8285,14491,3.995,10.983,19647,7747,11900,3.736,9.474,3129,1.509,18.948,131,144,1938
2008,51,l) Left Censored,6257,59377,2069651,2094863,6435,10.796,6891,11.561,278604,109201,169403,5.213,13.299,332634,92059,240575,4.395,15.879,-54030,-2.579,26.599,194,208,2392
2008,52,a) 0,18910,19346,74354,37177,19346,200.000,X,X,74354,74354,X,200.000,200.000,X,X,X,X,X,74354,200.000,X,X,X,X
2008,52,b) 1,15803,16322,64522,72370,184,0.947,6390,32.896,17446,1013,16433,1.400,24.107,32832,20660,12172,28.548,45.367,-15386,-21.260,48.214,5303,5326,17956
2008,52,c) 2,14359,15077,70322,77070,595,3.536,4096,24.341,13488,1914,11574,2.483,17.501,27122,14150,12972,18.360,35.191,-13634,-17.690,35.002,3412,3424,12263
2008,52,d) 3,12714,14531,69644,75201,472,2.987,3010,19.051,13053,2469,10584,3.283,17.358,24288,11084,13204,14.739,32.298,-11235,-14.940,34.715,2447,2450,9511
2008,52,e) 4,11540,12446,81232,90788,446,3.339,2271,17.000,12609,1653,10956,1.821,13.888,31526,12105,19421,13.333,34.725,-18917,-20.836,27.777,1837,1857,10388
2008,52,f) 5,9840,10842,67896,72377,437,3.802,1742,15.155,10963,2559,8404,3.536,15.147,19991,8853,11138,12.232,27.621,-9028,-12.474,30.294,1414,1441,7901
2008,52,g) 6 to 10,40460,48028,366954,386233,1607,3.201,5962,11.875,50570,8626,41944,2.233,13.093,89469,35819,53650,9.274,23.165,-38899,-10.071,26.186,4253,4508,27732
2008,52,h) 11 to 15,28491,41655,304849,318372,1462,3.382,4610,10.664,38993,8340,30653,2.620,12.248,65697,29538,36159,9.278,20.635,-26704,-8.388,24.495,2149,2760,20238
2008,52,i) 16 to 20,19428,26901,259121,269511,896,3.242,2371,8.579,26781,4622,22159,1.715,9.937,47617,23517,24100,8.726,17.668,-20836,-7.731,19.874,1170,1454,9092
2008,52,j) 21 to 25,15506,25121,261146,267867,1206,4.703,2246,8.759,32584,7804,24780,2.913,12.164,46744,17637,29107,6.584,17.450,-14160,-5.286,24.328,861,956,5331
2008,52,k) 26+,11640,18247,263015,257713,977,5.326,1172,6.389,47334,28089,19245,10.899,18.367,36453,10796,25657,4.189,14.145,10881,4.222,28.290,622,654,3836
2008,52,l) Left Censored,28403,218931,4544707,4573456,21317,9.795,18732,8.607,625715,241869,383846,5.289,13.681,678245,241702,436543,5.285,14.830,-52530,-1.149,27.363,954,1091,8058
2008,53,a) 0,24028,24512,81301,40651,24512,200.000,X,X,81301,81301,X,200.000,200.000,X,X,X,X,X,81301,200.000,X,X,X,X
2008,53,b) 1,20249,20858,78673,85646,126,0.493,9516,37.240,17850,831,17019,0.970,20.842,31083,21083,10000,24.616,36.292,-13233,-15.451,41.683,7572,7573,17194
2008,53,c) 2,18080,18947,72792,80398,1063,4.895,6602,30.401,13112,2741,10371,3.409,16.309,28508,16549,11959,20.584,35.459,-15396,-19.150,32.618,5131,5134,13656
2008,53,d) 3,15257,16194,67270,71997,689,3.833,4252,23.654,11491,2186,9305,3.036,15.960,20712,10830,9882,15.042,28.768,-9221,-12.807,31.921,3258,3260,8679
2008,53,e) 4,12806,13430,58687,63027,589,4.033,2937,20.111,9242,2145,7097,3.403,14.664,17831,9103,8728,14.443,28.291,-8589,-13.627,29.327,2266,2268,7608
2008,53,f) 5,10846,11348,53499,56681,388,3.170,2170,17.730,8016,1180,6836,2.082,14.142,14248,5983,8265,10.556,25.137,-6232,-10.995,28.285,1627,1627,4826
2008,53,g) 6 to 10,39522,43682,250084,257802,1962,4.267,6557,14.261,38637,7935,30702,3.078,14.987,53976,21229,32747,8.235,20.937,-15339,-5.950,29.974,4637,4739,15660
2008,53,h) 11 to 15,29604,35552,237358,242905,1594,4.301,4616,12.454,31713,6787,24926,2.794,13.056,42556,18279,24277,7.525,17.520,-10843,-4.464,26.111,2778,2819,11253
2008,53,i) 16 to 20,20139,25373,192795,197987,907,3.466,2498,9.546,23517,4537,18980,2.292,11.878,34143,12454,21689,6.290,17.245,-10626,-5.367,23.756,1570,1624,6963
2008,53,j) 21 to 25,16046,27521,235759,237692,1053,3.675,3314,11.567,39811,5513,34298,2.319,16.749,44210,17174,27036,7.225,18.600,-4399,-1.851,33.498,1158,1202,4296
2008,53,k) 26+,12796,24935,182883,185773,1329,5.230,2279,8.969,23290,5245,18045,2.823,12.537,29702,10923,18779,5.880,15.988,-6412,-3.452,25.074,781,859,4405
2008,53,l) Left Censored,20137,57909,638402,644724,4800,8.298,4677,8.085,87647,33063,54584,5.128,13.594,99138,34963,64175,5.423,15.377,-11491,-1.782,27.189,1071,1140,5223
2008,54,a) 0,64918,65185,208557,104279,65185,200.000,X,X,208557,208557,X,200.000,200.000,X,X,X,X,X,208557,200.000,X,X,X,X
2008,54,b) 1,51950,52287,225727,226218,99,0.164,16399,27.134,65052,1099,63953,0.486,28.756,64264,39036,25228,17.256,28.408,788,0.348,56.816,12451,12455,31723
2008,54,c) 2,46172,46755,221485,223777,1731,3.392,10287,20.158,51161,5454,45707,2.437,22.863,55360,27507,27853,12.292,24.739,-4199,-1.876,45.725,7803,7811,21837
