,2005,2009,2014,2019,2024,dwa_title,change,pct_change
4.A.3.a.2.I04.D03,0.01673119613654386,0.0159126281779576,0.015308998502063942,0.014790003537931062,0.014297381036987165,Reassemble equipment after repair.,-0.002433815099556695,-14.546569651651009
4.A.3.a.2.I04.D04,0.0011386954578343441,0.0008848644137992561,0.0007769915113549618,0.0002160377935017424,0.0007081985200147125,Assemble precision electronics or optical equipment.,-0.00043049693781963157,-37.80615219440523
4.A.3.a.2.I04.D05,0.005397372040463213,0.005195895468415417,0.004988690949028437,0.004302414511121224,0.0033251446045885484,"Assemble machine tools, parts, or fixtures.",-0.0020722274358746643,-38.39326658120869
4.A.3.a.2.I04.D06,0.006273099379641454,0.006451148709294324,0.005814404138139925,0.004871464927458364,0.0036053142759282547,Assemble electromechanical or hydraulic systems.,-0.0026677851037131997,-42.5273846668388
4.A.3.a.2.I04.D07,0.01136788684429094,0.010534851171628794,0.009979426164256448,0.009691574049958584,0.009482863260698245,Install vehicle parts or accessories.,-0.0018850235835926946,-16.582005164305194
4.A.3.a.2.I04.D08,0.008011965651050655,0.00752293396477676,0.01821338970510949,0.018323095603045538,0.01854957921375736,Install machine or equipment replacement parts.,0.010537613562706704,131.52344907176237
4.A.3.a.2.I04.D09,0.0007768713199157577,0.0006844121082897854,0.0006969244185382917,0.0007324836315078946,0.0006329487601208543,Bolt objects into place.,-0.00014392255979490335,-18.52592007264601
4.A.3.a.2.I04.D10,0.012028685647207488,0.010410081743106373,0.008226467898121268,0.008179309495446386,0.007142639733706795,Assemble products or production equipment.,-0.004886045913500693,-40.61994848651656
4.A.3.a.2.I04.D11,0.014373461564770455,0.012187836128560479,0.012223349029322783,0.0004341828920701564,0.0003304828636274125,Assemble electrical or electronic equipment.,-0.014042978701143042,-97.70074270461451
4.A.3.a.2.I04.D12,0.006533198082008103,0.006107636168986893,0.01654842006331433,0.016481310974774545,0.016294800102239927,Assemble mechanical components or machine parts.,0.009761602020231824,149.4153689770173
4.A.3.a.2.I04.D13,0.00469686421857325,0.004558703502857379,0.003831210391277661,0.004177615222172783,0.003893258288933408,Install gauges or controls.,-0.0008036059296398419,-17.109413690565457
4.A.3.a.2.I04.D14,0.004616428000652746,0.004549464779279428,0.015417685321674656,0.015332673616766905,0.014947638708740524,"Assemble electrical components, subsystems, or systems.",0.010331210708087778,223.79230666279173
4.A.3.a.2.I05.D01,0.004851442450940617,0.004069424434986729,0.004425665966562279,0.0040708450987947545,0.0035378388576998436,Sew clothing or other articles.,-0.0013136035932407738,-27.076557261564275
4.A.3.a.2.I05.D02,0.0002004888929986335,0.00012112993135535061,9.803959982126299e-05,6.78240038125051e-05,4.268553631405993e-05,Sew materials.,-0.00015780335668457357,-78.7092762718028
4.A.3.a.2.I05.D03,0.0030382490414529763,0.0022754322929410737,0.0017971655227009798,0.0016030347690506818,0.0011996689303936053,Repair textiles or apparel.,-0.001838580111059371,-60.51446362606635
4.A.3.a.2.I05.D04,0.003651285947422482,0.002776843018035295,0.0025968994955262088,0.0022196166218916374,0.001621463637167074,Operate sewing equipment.,-0.002029822310255408,-55.591984289488515
4.A.3.a.2.I06.D01,0.016995552682436795,0.01371745146357246,0.013680229407552917,0.013670634305849418,0.011430409190738705,Feed materials or products into or through equipment.,-0.00556514349169809,-32.744704427583045
4.A.3.a.2.I06.D02,0.027008149419947496,0.02301916633864532,0.020586782762815548,0.02072940384417712,0.016115403501167434,Mount attachments or tools onto production equipment.,-0.010892745918780061,-40.33133018264099
4.A.3.a.2.I06.D03,0.02816507955549224,0.023663264016776774,0.023492962698785723,0.02446706059743035,0.021237227801779224,Mount materials or workpieces onto production equipment.,-0.006927851753713018,-24.59730937405456
4.A.3.a.2.I06.D04,0.004547562009705847,0.0033914514370694546,0.0028819894526085433,0.0027144430708804547,0.00207567588182854,Maneuver workpieces in equipment during production.,-0.0024718861278773072,-54.35629294557322
4.A.3.a.2.I06.D05,0.004170187486734735,0.0031744814136478905,0.002471091946494058,0.0020933344145629453,0.0015035283409591557,Adjust fabrics or other materials during garment production.,-0.002666659145775579,-63.945785513436924
4.A.3.a.2.I06.D06,0.0020736623591174454,0.001722322043986403,0.0018072164981822215,0.0016070932825124197,0.0012106703572786724,Position raw materials on processing or production equipment.,-0.000862992001838773,-41.61680410720596
4.A.3.a.2.I07.D01,0.007041177327057272,0.006900953230968276,0.006162270103100862,0.00549569551720798,0.004773959182505971,Reshape metal workpieces to established specifications.,-0.002267218144551301,-32.199418353504846
4.A.3.a.2.I07.D02,0.002543228450614245,0.002576857314726731,0.0028039666259914477,0.0030381875677898576,0.0032146169358165753,Shape clay or dough to create products.,0.0006713884852023303,26.3990631687128
4.A.3.a.2.I07.D03,0.0006293277855483422,0.0006160082256368793,0.0005299760122397032,0.0005778698782828399,0.000392310882721489,Shape glass or similar materials.,-0.00023701690282685326,-37.6619161380801
4.A.3.a.2.I07.D04,0.0002600987023666483,0.00021846315046446517,0.0001976123992922069,0.0001939501144695917,0.00017176894509884598,Reshape small metal components for precision assembly.,-8.832975726780231e-05,-33.960091482228236
4.A.3.a.2.I07.D05,0.006848278502953323,0.0063039823751283855,0.005629994291386638,0.005366603569790393,0.004760390756014388,Shape metal workpieces with hammers or other small hand tools.,-0.0020878877469389353,-30.487775081555647
4.A.3.a.2.I07.D06,0.0017733918286984393,0.0014546790215463831,0.0011466629824446936,0.0011320130624816733,0.0008416824995535255,Shape surfaces or edges of wood workpieces.,-0.0009317093291449139,-52.53826673086293
4.A.3.a.2.I08.D01,0.002782870991691559,0.0026622455174926366,0.0027362503081305406,0.0030132121003330087,0.003068884701012388,"Arrange artwork, products, or props.",0.00028601370932082896,10.277648880409524
4.A.3.a.2.I08.D02,0.08918423513070793,0.09061983996291073,0.08635857757913568,0.11010614339524154,0.10098745140578066,Set up merchandise displays.,0.011803216275072734,13.234644281889063
4.A.3.a.2.I08.D03,0.001576790531962937,0.0016798612437039031,0.001627661783652923,0.00027426185201052125,0.00024393830546488545,"Prepare materials for preservation, storage, or display.",-0.0013328522264980515,-84.529441259315
4.A.3.a.2.I08.D04,0.03607939249088567,0.03581871795259434,0.03352630638405595,0.03110280815570768,0.02932423001930017,Decorate indoor or outdoor spaces.,-0.006755162471585498,-18.723049378650096
4.A.3.a.2.I08.D05,0.009463797731698654,0.010188818979436468,0.009532072577582883,0.008719013737521729,0.007386211324942178,Arrange items for use or display.,-0.002077586406756476,-21.952988278666123
4.A.3.a.2.I09.D01,0.00013477000378855512,0.00017749547722486662,0.00016550038440722327,0.00015757958998555559,0.0001837238289806188,Adjust tuning or functioning of musical instruments.,4.895382519206368e-05,36.323977009653326
4.A.3.a.2.I09.D02,0.005107468433412557,0.005005428450005347,0.004986135616278969,0.004812616482263165,0.004909203390346395,Adjust equipment controls to regulate gas flow.,-0.00019826504306616217,-3.8818652655615398
4.A.3.a.2.I09.D03,0.00539033734246326,0.004676660539246564,0.006257839547930973,0.008450761607368013,0.007306634337140194,Adjust equipment controls to regulate flow of production materials or products.,0.0019162969946769333,35.55059494293597
4.A.3.a.2.I09.D04,0.006320305905693764,0.006287744618536836,0.005760742150401094,0.005519812452971,0.0058870102118911485,Calibrate scientific or technical equipment.,-0.0004332956938026154,-6.855612691345731
4.A.3.a.2.I09.D05,0.03524281879978611,0.033830059372330454,0.04241077246516528,0.042128774602884216,0.04122190648127062,Adjust equipment to ensure optimal performance.,0.005979087681484516,16.965407095986325
4.A.3.a.2.I09.D06,0.008893524384623595,0.008039929203381261,0.007928516099533277,0.008098685564562247,0.007738917070877426,Calibrate equipment to specifications.,-0.001154607313746169,-12.982561960952403
4.A.3.a.2.I09.D07,0.015165975831554527,0.01323031876582598,0.012882028634377369,0.013930379167400647,0.013162840553753155,Adjust temperature controls of ovens or other heating equipment.,-0.002003135277801372,-13.208086970794339
4.A.3.a.2.I09.D08,0.010076279266773427,0.0079648062490353,0.0068473548132332845,0.007845262618211033,0.006520692400471008,Set equipment controls to meet cutting specifications.,-0.003555586866302419,-35.28670427016628
4.A.3.a.2.I09.D09,0.007153825056872293,0.008131756516519678,0.00773712167659811,0.0057241429961023445,0.007265635686281844,Adjust settings or positions of medical equipment.,0.0001118106294095509,1.5629488912667842
4.A.3.a.2.I09.D10,0.003057224213689689,0.0028002664485208056,0.00223259422321036,0.0017549948788584463,0.0013833194165283238,Adjust office equipment to ensure proper operation.,-0.0016739047971613653,-54.75243816485316
4.A.3.a.2.I09.D11,0.0009625503223881763,0.0008955029439799264,0.0008668540463779266,0.0009429799931676486,0.0007861619652068874,Adjust the tension of nuts or bolts.,-0.00017638835718128897,-18.325104992293095
4.A.3.a.2.I09.D12,0.007682630710473952,0.006219154095003568,0.005348055911361981,0.006266188688251766,0.005392386059138537,Adjust equipment controls to regulate coolant flow.,-0.0022902446513354156,-29.810682533693296
4.A.3.a.2.I09.D13,0.007780838797025915,0.0066888358704361404,0.006159459237076447,0.005104048968150269,0.0036114017321379915,"Adjust equipment controls to regulate flow of water, cleaning solutions, or other liquids.",-0.004169437064887923,-53.585958707711754
4.A.3.a.2.I09.D14,0.0036916428991064175,0.003260989461695972,0.0032416099482170334,0.0012040516764275217,0.0011079170301721466,Adjust flow of electricity to tools or production equipment.,-0.002583725868934271,-69.98851025270282
4.A.3.a.2.I09.D15,0.011103807983845372,0.010532891442384987,0.010056086146740494,0.00974324204825994,0.009571901475621388,Adjust vehicle components according to specifications.,-0.0015319065082239833,-13.79622657787952
4.A.3.a.2.I09.D16,0.0021211465706171217,0.0021354516326690972,0.001965476773132618,0.0018279700728339265,0.0016668628587794504,Control power supply connections.,-0.00045428371183767126,-21.416893963414466
4.A.3.a.2.I09.D17,0.009219897347095054,0.009616951322005352,0.009187528545196255,0.008803696181867608,0.009120182887720537,Adjust building climate control systems.,-9.97144593745166e-05,-1.0815137698461903
4.A.3.a.2.I10.D01,0.0010077204884931315,0.0013339223719517578,0.0014734900411016755,0.0017871507932091392,0.002181289579925183,Train animals.,0.0011735690914320513,116.45779805339845
4.A.3.a.2.I11.D01,0.015765961521497805,0.017120194673903855,0.0387835628050535,0.035146258288635705,0.03953069379765222,Prepare medical supplies or equipment for use.,0.023764732276154416,150.7344302708707
4.A.3.a.2.I11.D02,0.009923367147090259,0.011495678423735643,0.01183723825087814,0.02380794240157695,0.023372384731633025,Prepare medical instruments or equipment for use.,0.013449017584542765,135.52877148646365
4.A.3.a.2.I11.D03,0.0064950626139031,0.007726559165252395,0.0071591054086684045,0.007860482043692552,0.008246009507433113,Prepare patient treatment areas for use.,0.0017509468935300136,26.958121847539996
4.A.3.a.2.I12.D01,0.005787057284934241,0.0053390490236535585,0.004335036831714473,0.0047150560625098484,0.004272074088009215,Cut openings in existing structures.,-0.001514983196925026,-26.178818047456755
4.A.3.a.2.I12.D02,0.017913580771430536,0.015217484219046963,0.01379726364747856,0.012706425165343448,0.009787676128260502,Trim excess material from workpieces.,-0.008125904643170034,-45.36169929872217
4.A.3.a.2.I12.D03,0.009848484638117085,0.009895232874626042,0.00955541128336136,0.010228234406937623,0.010443727884839996,Cut materials according to specifications or needs.,0.0005952432467229117,6.044008480442888
4.A.3.a.2.I12.D04,0.014168714828245534,0.01234088165045784,0.011702657392739482,0.011171682690120088,0.0094915910593604,Cut industrial materials in preparation for fabrication or processing.,-0.004677123768885134,-33.01021882070223
4.A.3.a.2.I12.D05,0.004005242330999017,0.003228607268953055,0.002303802829162207,0.0022687870734473085,0.001821322892245791,"Cut tile, stone, or other masonry materials.",-0.0021839194387532263,-54.52652444648704
4.A.3.a.2.I12.D06,0.011388435567396063,0.010471673233626043,0.008405596723858988,0.00922008405337476,0.008292508871733998,Cut metal components for installation.,-0.003095926695662065,-27.184828656583782
4.A.3.a.2.I12.D07,0.011570412097236927,0.009255334616302745,0.0069812542493054176,0.0075271376014794215,0.006610904100928557,Cut wood components for installation.,-0.00495950799630837,-42.86371094330102
4.A.3.a.2.I12.D08,0.004740275710178218,0.0034823455458060583,0.002710441447360912,0.0023818010636895495,0.001674343829061296,Cut fabrics.,-0.0030659318811169217,-64.67834507038944
4.A.3.a.2.I12.D09,0.001835963616171697,0.001551825599775135,0.0012030506584496251,0.0013652214898599991,0.0012194714987867259,Trim excess material from installations.,-0.000616492117384971,-33.57866746131191
4.A.3.a.2.I12.D10,0.00045642231365478384,0.000433006842441315,0.0003647311611074267,0.0004089732796058996,0.00041805422163254576,Cut glass.,-3.836809202223808e-05,-8.406269999160882
4.A.3.a.2.I12.D11,0.010271677259903675,0.009158841281155261,0.007618213525989523,0.008093690471070877,0.007689924049815928,"Cut carpet, vinyl or other flexible materials.",-0.0025817532100877467,-25.134680001734765
4.A.3.a.2.I13.D01,4.442967157864455e-05,5.860523643386763e-05,6.788667337753832e-05,0.0,4.165873647145368e-05,Prepare explosives for detonation.,-2.7709351071908674e-06,-6.236676997006518
4.A.3.a.2.I13.D02,0.0035243836979759785,0.0032998107648114002,0.0032197192643299228,0.002753389190445978,0.002254485740133829,Immerse objects or workpieces in cleaning or coating solutions.,-0.0012698979578421496,-36.03177368489817
4.A.3.a.2.I13.D03,0.0007347556937318342,0.0009706258983258873,0.0011230687433912707,0.0006982984604263328,0.0005965707085542328,Prepare excavation or extraction sites for commissioning or decommissioning.,-0.00013818498517760135,-18.806929480975906
4.A.3.a.2.I13.D04,0.009017186970517488,0.007324348068070916,0.005615854783506247,0.006075360507214281,0.005488318501576321,Prepare hazardous waste for processing or disposal.,-0.0035288684689411664,-39.13491514015538
4.A.3.a.2.I13.D05,0.011234135020476063,0.010075061362855442,0.009145024843796768,0.009087479930846052,0.008085682046294737,Heat material or workpieces to prepare for or complete production.,-0.0031484529741813254,-28.02577117368405
4.A.3.a.2.I13.D06,0.004256825346313092,0.0041203773953257285,0.0038220963711378913,0.0038069636754459856,0.0036490999549308213,"Melt metal, plastic, or other materials to prepare for production.",-0.0006077253913822703,-14.276493441494646
4.A.3.a.2.I13.D07,0.004588474332284515,0.004499538343782423,0.004091343265173524,0.0035880380935195454,0.0025981703160233216,Prepare fabrics or materials for processing or production.,-0.001990304016261194,-43.376161053302845
4.A.3.a.2.I13.D08,0.0004403165577075252,0.00044709822890869397,0.0004421577434163129,0.00036347109983295313,0.0003422910618173844,"Prepare biological feedstock for physical, chemical, or biological processing.",-9.802549589014081e-05,-22.262505048754726
4.A.3.a.2.I13.D09,0.010744575576768873,0.009198875749993047,0.008616411675690114,0.006566752829427782,0.005609260854466158,Prepare materials for processing.,-0.005135314722302715,-47.7944864886605
4.A.3.a.2.I13.D10,0.001752935667409105,0.0014641043860046962,0.001355007779284667,0.0015428595021468366,0.001327358825106283,Skim impurities from molten metal.,-0.0004255768423028219,-24.2779498537923
4.A.3.a.2.I13.D11,0.0038794508233419797,0.0038445221741497527,0.0036456932336662706,0.003593501477025731,0.003484885322959721,Ignite fuel to activate heating equipment.,-0.00039456550038225856,-10.170653485494046
4.A.3.a.2.I14.D01,0.002569793691745643,0.0025433552767016375,0.002652435393947984,0.00262632649975926,0.0021801894372366765,Cut trees or logs.,-0.0003896042545089664,-15.160915670405858
4.A.3.a.2.I14.D02,0.029236575135063888,0.028967131234481976,0.026918641782722783,0.02513585678692328,0.024387009661819805,Trim trees or other vegetation.,-0.004849565473244083,-16.587324099490445
4.A.3.a.2.I15.D01,0.0032411445416621197,0.003040566581987699,0.0028750048764266635,0.0029236126108315636,0.0028510564486880613,Grind parts to required dimensions.,-0.0003900880929740584,-12.035504370749656
4.A.3.a.2.I15.D02,0.0018438313705137486,0.001638706929583942,0.00151275698768517,0.0014335918320231228,0.0014047355275312542,"Remove dents from equipment, materials, tools or structures.",-0.0004390958429824944,-23.814316753931173
4.A.3.a.2.I15.D03,0.003112483617715628,0.0027382083558002293,0.0025831006986790804,0.00272107717942368,0.0024910897610086694,Smooth surfaces of objects or equipment.,-0.0006213938567069584,-19.964566340851086
4.A.3.a.2.I15.D04,0.00352345807981809,0.002975242273860777,0.0025939182739851624,0.0035412090920379537,0.002891541699625108,"Polish materials, workpieces, or finished products.",-0.0006319163801929823,-17.93455082699911
4.A.3.a.2.I15.D05,0.013261516471699085,0.011003879703980098,0.01038146518350611,0.012178974511989122,0.010634565969872958,Smooth metal surfaces or edges.,-0.002626950501826127,-19.808824333417714
4.A.3.a.2.I15.D06,0.018963324324291802,0.016544687519305667,0.01421659375166629,0.015231054683551851,0.014299214608134676,Smooth surfaces with abrasive materials or tools.,-0.004664109716157126,-24.59542238689898
4.A.3.a.2.I16.D01,0.0034890250843446404,0.0034665743914154153,0.014333457636075303,0.015003387688015514,0.015491915968167739,"Install energy-efficient heating, ventilation, or air conditioning (HVAC) equipment.",0.012002890883823098,344.01847489375837
4.A.3.a.2.I16.D02,0.005006113245123774,0.0047514102118318,0.004100372107554978,0.004555213070786017,0.004554297359034134,Install solar energy systems.,-0.0004518158860896404,-9.02528296837339
4.A.3.a.2.I16.D03,0.0024245642027729483,0.0024105602903236223,0.0023470731303865348,0.0027459745985447264,0.0029643711456042517,"Install heating, ventilation, or air conditioning (HVAC) equipment.",0.0005398069428313034,22.26408119916692
4.A.3.a.2.I17.D01,0.0005221412028648622,0.0005061700675434682,0.00041404908317216283,0.00037923686366508896,0.0003330498632339281,Cast molds of patient anatomies to create medical or dental devices.,-0.00018909133963093412,-36.2145983870715
4.A.3.a.2.I17.D02,0.002710950460823628,0.0029927865166148645,0.002951920392185656,0.003094304321231965,0.0031340131481719844,Make patient-assistive devices or device models.,0.0004230626873483563,15.605695989731341
4.A.3.a.2.I17.D03,0.005448466162778654,0.005874615029854142,0.006164229191542121,0.006424939003274362,0.006388235220774801,Fabricate medical devices.,0.000939769057996147,17.248323288051324
4.A.3.a.2.I17.D04,0.0008407389728100591,0.0008586413701083058,0.0007148969255428847,0.000675118104692945,0.0005265282907193063,Construct customized assistive medical or dental devices.,-0.0003142106820907528,-37.37315531365758
4.A.3.a.2.I18.D01,0.01842850215266387,0.018003472640220026,0.016395355631621186,0.016760567920276435,0.015987273549379354,Direct vehicle traffic.,-0.0024412286032845162,-13.247026714711227
4.A.3.a.2.I19.D01,0.0027252975422708985,0.002414573069251419,0.002255336684680627,0.0022226605069879408,0.002133690072935793,Remove parts or components from vehicles.,-0.0005916074693351056,-21.707995554941828
4.A.3.a.2.I19.D02,0.03306780125237988,0.031123859927512414,0.04052059283038366,0.040813894289616924,0.038891730924167534,Disassemble equipment for maintenance or repair.,0.005823929671787652,17.612086232581024
4.A.3.a.2.I19.D03,0.0088121625485452,0.008166938322468035,0.007735758832465059,0.007316485143148062,0.0069513615915984305,Disassemble equipment to inspect for deficiencies.,-0.0018608009569467702,-21.116280444168268
4.A.3.a.2.I19.D04,0.009222489077937141,0.0071915530816929,0.006022323046188321,0.007168193305123022,0.006017927191823446,"Remove accessories, tools, or other parts from equipment.",-0.0032045618861136953,-34.747255963467964
4.A.3.a.2.I19.D05,0.011912890815655646,0.011112691337231514,0.010039646839385583,0.010658436833881844,0.010157837471520057,Dismantle equipment or temporary structures.,-0.0017550533441355893,-14.732388395847115
4.A.3.a.2.I19.D06,0.006125370721642462,0.005929580769120938,0.005172845262506778,0.005617372872724315,0.005347720265985165,Remove parts or components from equipment.,-0.000777650455657297,-12.695565558336968
4.A.3.a.2.I19.D07,0.00435290451110191,0.004168437422019107,0.003857189607563921,0.004025889257372427,0.004111673284024938,Dismantle heavy equipment or machinery.,-0.00024123122707697241,-5.541845139532047
4.A.3.a.2.I19.D08,0.00014883939978845923,0.00015780486434660855,0.00014556878896137139,0.00013276021920031206,0.0001140481253751945,Disable door locks.,-3.4791274413264735e-05,-23.375043478213755
4.A.3.a.2.I20.D01,0.013408134387908614,0.01298525928990984,0.022660776000042248,0.02325411141072133,0.022402718965983223,"Install electrical components, equipment, or systems.",0.008994584578074609,67.0830431576363
4.A.3.a.2.I20.D02,0.0004403165577075252,0.0006012635960882311,0.0005655803152156266,0.0002584960881783854,0.00030466618187045526,Install drilling equipment.,-0.00013565037583706993,-30.80746646079433
4.A.3.a.2.I20.D03,0.0018673420717241146,0.0020472638166977516,0.0014120768773561233,0.0013359533639340044,0.001041981811707645,Install audio or communications equipment.,-0.0008253602600164695,-44.19973568390795
4.A.3.a.2.I20.D04,0.005775672181592213,0.006406821500208198,0.006229645709928507,0.006523279906385704,0.006284088379596167,Install production equipment or systems.,0.0005084161980039538,8.802719095178904
4.A.3.a.2.I20.D05,0.01293014517117503,0.013816371130164656,0.011572335422516605,0.0026235167596703646,0.010734018868913965,Install instrumentation or electronic equipment or systems.,-0.0021961263022610648,-16.984544822875268
4.A.3.a.2.I20.D06,0.0014040701837009565,0.001471943302979927,0.0013826053729789234,0.0013377484756574656,0.001306822828254158,Install metering equipment.,-9.724735544679847e-05,-6.926103593373545
4.A.3.a.2.I20.D07,0.0030932307600315487,0.003026661836400683,0.0028004743379005078,0.003179064813913646,0.00337142394035173,Install home appliances.,0.00027819318032018146,8.993612242409748
4.A.3.a.2.I21.D01,0.003660819814448733,0.0038520811298044396,0.0037169018396181175,0.004041108682853943,0.003383892224154806,"Treat nails by shaping, decorating, or augmenting.",-0.00027692759029392675,-7.564633178637559
4.A.3.a.2.I21.D02,0.003723113916474624,0.0038658925549512747,0.003563752230166657,0.0037623980757026713,0.0029295332938015393,"Apply cleansing or conditioning agents to client hair, scalp, or skin.",-0.0007935806226730849,-21.314970223218893
4.A.3.a.2.I21.D03,0.0036221289754489964,0.003771452269487781,0.0035104309534610876,0.0037055008389025373,0.0028801002156646385,Apply solutions to hair for therapeutic or cosmetic purposes.,-0.0007420287597843579,-20.485983928619675
4.A.3.a.2.I21.D04,0.00038070674833951045,0.0003921324896418977,0.0003510175420186141,0.0003251493669538507,0.0002735688152086659,Apply makeup to alter or enhance appearance.,-0.00010713793313084455,-28.14185290860671
4.A.3.a.2.I22.D01,0.0006419161924956249,0.0005490974700268744,0.0004924126208225207,0.000534475003576565,0.000426635334602898,Adjust position of molds during processing.,-0.0002152808578927269,-33.53722190053559
4.A.3.a.2.I22.D02,0.010351002736034712,0.008576801695744382,0.0066559603902981174,0.007276446346881301,0.006520399029087406,Position safety or support equipment.,-0.0038306037069473064,-37.00707848923576
4.A.3.a.2.I22.D03,0.0,0.0,0.0,0.0,0.0,Position animal trapping or capture equipment.,0.0,
4.A.3.a.2.I22.D04,0.020354158168334954,0.017229659550236538,0.01427494051611248,0.015601237940263833,0.01463512484235872,Position construction forms or molds.,-0.005719033325976234,-28.09761660825333
4.A.3.a.2.I22.D05,0.0049100340803349555,0.005049289056890566,0.004247814807199293,0.004182610315664153,0.004382235042551685,Position construction or extraction equipment.,-0.0005277990377832702,-10.74939662633186
4.A.3.a.2.I22.D06,0.003003723484163738,0.0028595249280359424,0.002609761337031865,0.0024265227601044694,0.0023291487572604836,"Position equipment using hand tools, power tools, or heavy equipment.",-0.0006745747269032544,-22.45795028935767
4.A.3.a.2.I22.D07,0.0032052305571360486,0.002403747898190386,0.0018498905550983402,0.0016594637158359995,0.001211110414354075,"Position patterns on equipment, materials, or workpieces.",-0.0019941201427819736,-62.21456170578158
4.A.3.a.2.I22.D08,0.000890352106072879,0.0007121282790236368,0.0006180498143380402,0.0006120550493644017,0.0005324690612372424,Level machines or equipment.,-0.00035788304483563653,-40.19567566523421
4.A.3.a.2.I22.D09,0.0018299470981454223,0.001502739048239762,0.0016846457039660639,0.0015050060592825501,0.001200915758773913,Position containers to receive materials or workpieces.,-0.0006290313393715094,-34.37429092944858
4.A.3.a.2.I22.D10,0.006500708884666219,0.005850351715406999,0.004939458204722016,0.005302135644417402,0.006268319667727571,Position material handling equipment.,-0.00023238921693864798,-3.5748288542316424
4.A.3.a.2.I22.D11,0.0005209378992596073,0.0004590432452519027,0.0003499102311605112,0.00028308131395622096,0.00024628527653369975,Position hand tools.,-0.00027465262272590753,-52.722718603553844
4.A.3.a.2.I23.D01,0.0003462737528660609,0.0003668426503527606,0.0002979517985879913,0.0002853447156944979,0.00026740801615302836,"Secure watercraft to docks, wharves or other vessels.",-7.886573671303255e-05,-22.775545665899173
4.A.3.a.2.I24.D01,0.002323579261747321,0.0025751775468034668,0.025728197432503867,0.026284806338274132,0.027055369081369855,Adjust prostheses or other assistive devices.,0.024731789819622534,1064.3833084060295
4.A.3.a.2.I24.D02,4.461479521022223e-05,5.048635813809298e-05,5.2725032397360376e-05,4.6750953145788904e-05,3.777156563873001e-05,Adjust dental devices or appliances to ensure fit.,-6.843229571492223e-06,-15.338475811101087
4.A.3.a.2.I25.D01,0.0012816109014123175,0.0009947958923328486,0.0012873766391820756,0.0012493977595288627,0.0010342074700421978,"Engrave designs, text, or other markings onto materials, workpieces, or products.",-0.00024740343137011974,-19.304098544845754
4.A.3.a.2.I26.D01,0.00037080263405010424,0.0003741216446869034,0.0005430933870203066,0.000497167899062897,0.00043771010433386545,Embalm corpses.,6.690747028376121e-05,18.043957658272845
4.A.3.a.2.I27.D01,0.0030381564796371874,0.0029860674449218097,0.002469814280119324,0.0019266231692884794,0.0021971316346396795,Fabricate devices or components.,-0.0008410248449975078,-27.682077952019835
4.A.3.a.2.I27.D02,0.026267562331820964,0.024235411635528434,0.032537477787770074,0.0339133287279612,0.03337730236945065,Fabricate parts or components.,0.007109740037629684,27.066615271782666
4.A.3.a.2.I27.D03,0.00026259787139294705,0.00024720584604031107,0.00020860033011492013,0.0001771697222720214,0.00017059545956443883,Fabricate products or components using machine tools.,-9.200241182850822e-05,-35.03547509371748
4.A.3.a.2.I28.D01,0.004218319630944933,0.003275547450364258,0.0026865064972742265,0.002529000225013352,0.0018931255383823281,Attach decorative or functional accessories to products.,-0.002325194092562605,-55.12133493880703
4.A.3.a.2.I28.D02,0.0032470684978726056,0.002931288346535376,0.003165546210041197,0.003385268517104254,0.0033203773196050193,"Construct distinctive physical objects for artistic, functional, or commercial purposes.",7.330882173241368e-05,2.2576924934119407
4.A.3.a.2.I29.D01,0.001221815968412725,0.0009101542530883933,0.0007331249658224245,0.0005727967364556674,0.0004950642098280147,Slaughter animals.,-0.0007267517585847103,-59.4812784718178
4.A.3.a.2.I29.D02,0.0,0.0,0.0,0.0,0.0,Remove skin or other body parts from animals.,0.0,
4.A.3.a.2.I29.D03,0.0024870434284304174,0.002484470078947226,0.0020134318510643045,0.0017746630594807147,0.001529858422637416,Process animal carcasses.,-0.0009571850057930014,-38.48686335152115
4.A.3.a.2.I30.D01,0.00025176813894565243,0.0002571911331397121,0.00026200678457880536,6.415573202978043e-05,0.0002082936823572684,Drill holes in earth or rock.,-4.347445658838404e-05,-17.267656173829284
4.A.3.a.2.I30.D02,0.015544368534499316,0.012785273586601276,0.009739054530289807,0.010506008434059263,0.00934541876748081,Drill holes in construction materials.,-0.0061989497670185065,-39.879071017008506
4.A.3.a.2.I30.D03,0.011148422779055594,0.01027821996113017,0.00981111491382481,0.008008851930053393,0.007445985744351042,"Drill holes in parts, equipment, or materials.",-0.003702437034704552,-33.21041108756904
4.A.3.a.2.I31.D01,0.0031469166131890777,0.003276853936526796,0.002945020993762092,0.0030388900028120816,0.0021913375498135443,Groom wigs or hairpieces.,-0.0009555790633755334,-30.365566706489624
4.A.3.a.2.I31.D02,0.003263174253819864,0.0033572961559630923,0.003043230949099986,0.0031686843852518926,0.002299738276054404,Trim client hair.,-0.0009634359777654601,-29.524502917294843
4.A.3.a.2.I32.D01,0.03833243964900189,0.04080548231456342,0.03388320119139834,0.03437326757084623,0.032916489268658145,Set up classroom materials or equipment.,-0.005415950380343745,-14.128895603660768
4.A.3.a.2.I32.D02,0.009975016640300434,0.010891615214441973,0.009315295182669665,0.008719247882529138,0.00791860704333352,Arrange childcare or educational settings to ensure physical safety of children.,-0.0020564095969669138,-20.61560066635616
